iso3c,year,wdi_fertility,oecd_fertility_t1,wdi_gdpcapcon2010,wdi_gdpcapgr,wdi_unempfne,wdi_unempfilo,wdi_unempmne,wdi_unempmilo,wdi_unempilo,wdi_unempne,wdi_lfpf,wdi_lfpfilo15,wdi_lfpfne15,oecd_incompoverty_t1d,scip_popu65ab,wdi_pop65
AFG,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,1960,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79830783086712
AFG,1961,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80813051221398
AFG,1962,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80411329120293
AFG,1963,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78617089332148
AFG,1964,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75422300408803
AFG,1965,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70889244218748
AFG,1966,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71838288106069
AFG,1967,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71610586459942
AFG,1968,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70121555169881
AFG,1969,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67295747590184
AFG,1970,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6316128617688
AFG,1971,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63523549631409
AFG,1972,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62745611881388
AFG,1973,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6095050418438
AFG,1974,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58351157460555
AFG,1975,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55144548575319
AFG,1976,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55835293774062
AFG,1977,7.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54932198826753
AFG,1978,7.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52460086418026
AFG,1979,7.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82999992370605,NA,NA,2.48576249327421
AFG,1980,7.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43475260867153
AFG,1981,7.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45275600145859
AFG,1982,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44684894145
AFG,1983,7.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4133714795262
AFG,1984,7.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34673998295026
AFG,1985,7.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23939807381476
AFG,1986,7.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27144626884099
AFG,1987,7.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29474100381799
AFG,1988,7.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30277917766432
AFG,1989,7.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28527939079662
AFG,1990,7.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4232600495748,43.1150016784668,NA,NA,NA,2.23254208645161
AFG,1991,7.479,NA,NA,NA,NA,2.51799988746643,NA,3.20499992370605,2.9760000705719,NA,33.2646206855821,43.1240005493164,NA,NA,NA,2.24233114372288
AFG,1992,7.502,NA,NA,NA,NA,2.68400001525879,NA,3.41499996185303,3.17300009727478,NA,33.0765977637713,43.1290016174316,NA,NA,NA,2.25936253973444
AFG,1993,7.535,NA,NA,NA,NA,2.89000010490417,NA,3.74399995803833,3.46300005912781,NA,32.8803606384624,43.0719985961914,NA,NA,NA,2.28341066662671
AFG,1994,7.572,NA,NA,NA,NA,3.02900004386902,NA,3.8970000743866,3.61199998855591,NA,32.7361876198691,43.0029983520508,NA,NA,NA,2.3178808140936
AFG,1995,7.606,NA,NA,NA,NA,3.13100004196167,NA,3.90799999237061,3.65300011634827,NA,32.7011822957877,43.0169982910156,NA,NA,NA,2.36831827801719
AFG,1996,7.629,NA,NA,NA,NA,3.04699993133545,NA,3.8989999294281,3.62100005149841,NA,32.5860677308411,42.7700004577637,NA,NA,NA,2.36938230413903
AFG,1997,7.632,NA,NA,NA,NA,3.07299995422363,NA,3.85899996757507,3.6029999256134,NA,32.5277688660439,42.5540008544922,NA,NA,NA,2.35894006165998
AFG,1998,7.61,NA,NA,NA,NA,3.02099990844727,NA,3.78399991989136,3.53600001335144,NA,32.5178767179399,42.4129981994629,NA,NA,NA,2.34152651022038
AFG,1999,7.561,NA,NA,NA,NA,3.07500004768372,NA,3.86199998855591,3.60599994659424,NA,32.5145416242788,42.3339996337891,NA,NA,NA,2.31928817653837
AFG,2000,7.485,NA,NA,NA,NA,2.9909999370575,NA,3.76999998092651,3.51699995994568,NA,32.4786947185584,42.273998260498,NA,NA,NA,2.2919445486715
AFG,2001,7.387,NA,NA,NA,NA,2.90599989891052,NA,3.67600011825562,3.42600011825562,NA,32.5190104767421,42.5390014648438,NA,NA,NA,2.27186686085076
AFG,2002,7.272,NA,330.303552908057,NA,NA,3.06399989128113,NA,3.78399991989136,3.54999995231628,NA,32.5825367601721,42.898998260498,NA,NA,NA,2.25584792022573
AFG,2003,7.148,NA,343.080889714587,3.86836190347819,NA,2.94300007820129,NA,3.6489999294281,3.41899991035461,NA,32.6650651954325,43.2859992980957,NA,NA,NA,2.24314806663995
AFG,2004,7.016,NA,333.216684486798,-2.87518352770836,NA,2.72300004959106,NA,3.26399993896484,3.08699989318848,NA,32.777012967548,43.6609992980957,NA,NA,NA,2.23342523405079
AFG,2005,6.875,NA,357.234719908026,7.20793301758572,NA,2.64199995994568,NA,3.08899998664856,2.94199991226196,NA,32.9318077203428,44.0250015258789,NA,NA,NA,2.22748822740161
AFG,2006,6.722,NA,365.284494951006,2.25335741303414,NA,2.45300006866455,NA,3.00500011444092,2.82500004768372,NA,32.8414250151444,43.5970001220703,NA,NA,NA,2.25182119550416
AFG,2007,6.555,NA,405.548979051796,11.0227739357486,NA,2.10500001907349,NA,2.13899993896484,2.12800002098084,NA,32.7858275766096,43.1920013427734,NA,NA,NA,2.27063774679586
AFG,2008,6.373,NA,412.014286663305,1.59421129024308,2.18709993362427,2.18199992179871,2.65260004997253,2.64599990844727,2.49399995803833,2.49449992179871,32.7773644302262,42.8730010986328,43.7897987365723,NA,NA,2.28716790785865
AFG,2009,6.18,NA,488.300250990155,18.5153687132188,NA,2.74699997901917,NA,2.33500003814697,2.47000002861023,NA,32.8307063310083,42.7089996337891,NA,NA,NA,2.3055901090104
AFG,2010,5.977,NA,543.303041863931,11.264133238155,NA,2.92000007629395,NA,1.96099996566772,2.27500009536743,NA,32.9505002831003,42.7350006103516,NA,NA,NA,2.32813156201124
AFG,2011,5.77,NA,528.736648057768,-2.6810808487635,NA,2.91000008583069,NA,1.52600002288818,1.98399996757507,NA,33.2371431423348,43.3279991149902,NA,NA,NA,2.354461852351
AFG,2012,5.562,NA,576.190125450699,8.97487956759649,3.33260011672974,2.79099988937378,1.36029994487762,1.13900005817413,1.69200003147125,1.69190001487732,33.5987286237915,44.117000579834,16.014799118042,NA,NA,2.38629385300572
AFG,2013,5.359,NA,587.565090150176,1.97416862890181,NA,2.79999995231628,NA,1.17499995231628,1.72500002384186,NA,34.0112328876925,45.0390014648438,NA,NA,NA,2.42020745910337
AFG,2014,5.163,NA,583.656192833121,-0.665270517698119,NA,2.76600003242493,NA,1.19700002670288,1.73500001430511,NA,34.4452694937467,46.0169982910156,NA,NA,NA,2.45157487112833
AFG,2015,4.976,NA,574.184114271258,-1.6228866716696,NA,2.67899990081787,NA,1.14600002765656,1.67900002002716,NA,34.8833685636095,47.0009994506836,NA,NA,NA,2.47866228944409
AFG,2016,4.8,NA,571.073774523561,-0.541697283221509,NA,2.60199999809265,NA,1.10899996757507,1.63399994373322,NA,35.2965689625414,47.765998840332,NA,NA,NA,2.51992254366443
AFG,2017,4.633,NA,571.542505760778,0.08207892887539,14.0269002914429,2.46700000762939,10.3696002960205,1.05900001525879,1.55900001525879,11.1836004257202,35.675703971615,48.4739990234375,21.1713008880615,NA,NA,2.5542514703985
AFG,2018,NA,NA,563.825662667794,-1.35017833585495,NA,2.4210000038147,NA,1.05599999427795,1.54200005531311,NA,35.7977931487833,48.6599998474121,NA,NA,NA,2.58492693988024
AFG,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,1960,6.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3499984741211,NA,NA,5.4108270327427
ALB,1961,6.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39089265547447
ALB,1962,6.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40540696075125
ALB,1963,6.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43501996288339
ALB,1964,5.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45623480582372
ALB,1965,5.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45778835347656
ALB,1966,5.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40360298383329
ALB,1967,5.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33706234928005
ALB,1968,5.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27081167864689
ALB,1969,5.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21995933760976
ALB,1970,4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19303652240868
ALB,1971,4.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18120833407124
ALB,1972,4.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17773294008667
ALB,1973,4.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18100499069935
ALB,1974,4.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1875366174816
ALB,1975,4.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19576802065901
ALB,1976,4.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21662826883593
ALB,1977,3.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23805080825907
ALB,1978,3.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25942048700857
ALB,1979,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27964742217427
ALB,1980,3.621,NA,1992.29768192397,NA,NA,NA,NA,NA,NA,5.59999990463257,NA,NA,NA,NA,NA,5.2984131599253
ALB,1981,3.53,NA,2064.98962234664,3.64864854696172,NA,NA,NA,NA,NA,5.09999990463257,NA,NA,NA,NA,NA,5.32665747420741
ALB,1982,3.452,NA,2081.42363723286,0.795840071464539,NA,NA,NA,NA,NA,3.59999990463257,NA,NA,NA,NA,NA,5.35101378896345
ALB,1983,3.383,NA,2060.25967647249,-1.01680217240636,NA,NA,NA,NA,NA,4.40000009536743,NA,NA,NA,NA,NA,5.37149136111971
ALB,1984,3.323,NA,1992.11664529973,-3.30749720294656,NA,NA,NA,NA,NA,5.69999980926514,NA,NA,NA,NA,NA,5.38620727650871
ALB,1985,3.269,NA,1986.32764700556,-0.290595347809159,NA,NA,NA,NA,NA,6.69999980926514,NA,NA,NA,NA,NA,5.39463617530825
ALB,1986,3.217,NA,2058.12654941612,3.61465554380214,NA,NA,NA,NA,NA,6.40000009536743,NA,NA,NA,NA,NA,5.40777054948867
ALB,1987,3.164,NA,2001.53843445288,-2.74949637957361,NA,NA,NA,NA,NA,6.09999990463257,NA,NA,NA,NA,NA,5.41125554978825
ALB,1988,3.108,NA,1936.23779601242,-3.26252233364251,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,5.41684616915398
ALB,1989,3.046,NA,2070.29549071121,6.9236172837285,NA,NA,NA,NA,NA,7.30000019073486,NA,NA,46.7599983215332,NA,NA,5.44116270325437
ALB,1990,2.978,NA,1838.67279181089,-11.1879052985212,10.8999996185303,NA,8.39999961853027,NA,NA,9.5,40.9759797120152,53.7709999084473,45.2200012207031,NA,NA,5.49497835258072
ALB,1991,2.905,NA,1331.80915751123,-27.5668208371351,10.5,16.2959995269775,7.80000019073486,17.1350002288818,16.7810001373291,9.10000038146973,42.3238622599066,56.2960014343262,44.5200004577637,NA,NA,5.64877095593671
ALB,1992,2.829,NA,1243.60941398587,-6.62255121373251,28.2999992370605,17.2409992218018,24.7999992370605,17.9640007019043,17.6529998779297,26.5,43.0994220409345,56.6870002746582,44.1800003051758,NA,NA,5.82749979512528
ALB,1993,2.751,NA,1370.83002730525,10.2299493626078,24.2000007629395,17.7600002288818,20.8999996185303,17.6200008392334,17.6809997558594,22.2999992370605,43.4642125834054,55.7470016479492,36.5400009155273,NA,NA,6.02591575673378
ALB,1994,2.672,NA,1493.79021341744,8.96976165264667,19.8999996185303,17.8199996948242,17.2999992370605,17.2999992370605,17.5270004272461,18.3999996185303,43.8162139832994,54.9039993286133,NA,NA,NA,6.23059959275631
ALB,1995,2.591,NA,1703.28676107484,14.0244959282552,14.8000001907349,17.9169998168945,11.6000003814697,17.3659992218018,17.6070003509521,12.8999996185303,43.9050629841757,53.7459983825684,32.5400009155273,NA,NA,6.43248046217462
ALB,1996,2.507,NA,1869.87127029067,9.78017988648612,13.6000003814697,18.6639995574951,11.3999996185303,18.125,18.3579998016357,12.3000001907349,43.4072922138089,53.0750007629395,30.7399997711182,NA,NA,6.56378481298609
ALB,1997,2.422,NA,1676.13194502334,-10.3611049779492,16.6000003814697,18.3780002593994,13.8000001907349,18.2609996795654,18.3110008239746,14.8999996185303,43.1474767442369,53.8120002746582,43.5999984741211,NA,NA,6.68259912405896
ALB,1998,2.334,NA,1835.65197967611,9.51715258016593,20.8999996185303,18.4860000610352,15.8000001907349,18.2040004730225,18.3229999542236,17.7000007629395,42.3693258864636,53.1539993286133,44.0999984741211,NA,NA,6.79748042390704
ALB,1999,2.246,NA,2085.43201650118,13.6071564539776,21.3999996185303,19.0090007781982,16.3999996185303,18.2560005187988,18.5690002441406,18.3999996185303,41.6026257986041,52.2540016174316,43.4000015258789,NA,NA,6.92084438547832
ALB,2000,2.157,NA,2244.63111056652,7.63386640301194,19.2999992370605,18.2339992523193,14.8999996185303,17.4409999847412,17.7670001983643,16.7999992370605,41.1323336868235,51.7690010070801,44.2999992370605,NA,NA,7.05816071171207
ALB,2001,2.068,NA,2453.63149574573,9.31112396132059,19.8999996185303,17.863000869751,14.1999998092651,17.0979995727539,17.4109992980957,16.3999996185303,40.9747234383003,51.1100006103516,NA,NA,NA,7.31458949472538
ALB,2002,1.981,NA,2572.72885802788,4.85392213495177,19.1000003814697,17.9489994049072,13.6000003814697,17.2040004730225,17.5100002288818,15.8000001907349,41.016966900147,50.6790008544922,49.2799987792969,NA,NA,7.59225215893995
ALB,2003,1.897,NA,2725.17925500123,5.9256301532766,18.2000007629395,17.9139995574951,12.8999996185303,17.2019996643066,17.496000289917,15,41.2654053049976,49.7589988708496,27.1700000762939,NA,NA,7.88714515576056
ALB,2004,1.821,NA,2887.37867648403,5.95188082344076,17.5,17.7070007324219,12.3999996185303,16.9629993438721,17.2719993591309,14.3999996185303,41.5466083938398,48.8779983520508,27.2800006866455,NA,NA,8.19117057855797
ALB,2005,1.755,NA,3062.6827230377,6.0713909118125,17.2000007629395,17.326000213623,12.1000003814697,16.548999786377,16.8740005493164,14.1000003814697,41.806163069956,48.0509986877441,27.2999992370605,NA,NA,8.50071756927054
ALB,2006,1.704,NA,3263.91113398115,6.57033160600662,16.7999992370605,16.8360004425049,11.8000001907349,16.0739994049072,16.3939990997314,13.8000001907349,42.0498932100544,47.3889999389648,27.3099994659424,NA,NA,8.90555435303904
ALB,2007,1.671,NA,3485.33246931277,6.78392659121043,16.430700302124,16.3999996185303,15.6780996322632,15.6490001678467,15.9659996032715,15.9663000106812,42.2492756126801,46.8030014038086,36.7274017333984,NA,NA,9.3216607262101
ALB,2008,1.654,NA,3775.59221205607,8.32803599940446,13.7218999862671,13.7530002593994,12.5207004547119,12.548999786377,13.0600004196167,13.0599002838135,42.4066560775506,46.2690010070801,45.657299041748,NA,NA,9.75059596799923
ALB,2009,1.652,NA,3928.45896984616,4.04881536999571,15.643500328064,15.7349996566772,12.1358003616333,12.2069997787476,13.673999786377,13.6738996505737,41.5451246233908,44.9449996948242,46.1282997131348,NA,NA,10.1923346007195
ALB,2010,1.66,NA,4094.35881639579,4.22302607264146,15.8437995910645,15.8819999694824,12.7320003509521,12.7629995346069,14.0860004425049,14.0860004425049,42.3811186301316,45.693000793457,46.8618011474609,NA,NA,10.645405412373
ALB,2011,1.673,NA,4209.88695219496,2.82164170215233,13.7531003952026,13.7620000839233,13.2650995254517,13.2729997634888,13.4809999465942,13.480899810791,42.4085960935859,47.1040000915527,52.4898986816406,NA,NA,11.0149860410737
ALB,2012,1.684,NA,4276.6202478014,1.58515647484656,11.4893999099731,11.4720001220703,14.8100996017456,14.7869997024536,13.3760004043579,13.3759002685547,42.4687688509447,48.8059997558594,48.8418998718262,NA,NA,11.3875109124751
ALB,2013,1.69,NA,4327.39248368552,1.18720468365696,13.4357995986938,13.3570003509521,17.7558002471924,17.6520004272461,15.8660001754761,15.8659000396729,41.4617962617243,44.6500015258789,43.9445991516113,NA,NA,11.7707892099635
ALB,2014,1.688,NA,4413.11511327183,1.98093031564603,15.210000038147,15.1700000762939,19.1599998474121,19.1089992523193,17.4899997711182,17.4899997711182,40.9356840389339,44.7890014648438,44.3899993896484,NA,NA,12.1806922958735
ALB,2015,1.677,NA,4524.68456526035,2.52813373603126,17.1000003814697,17.0970001220703,17.0699996948242,17.0669994354248,17.0799999237061,17.0799999237061,41.8689139624542,47.6759986877441,47.2299995422363,NA,NA,12.6265476059094
ALB,2016,1.659,NA,4683.74389007532,3.515368254313,NA,14.5659999847412,NA,15.6929998397827,15.2200002670288,15.2200002670288,41.7517292527509,47.4589996337891,NA,NA,NA,12.956211080924
ALB,2017,1.638,NA,4867.91640496315,3.93216450792897,12.5799999237061,12.5729999542236,14.6099996566772,14.6009998321533,13.75,13.75,41.682145107931,47.3120002746582,49.7599983215332,NA,NA,13.329073296329
ALB,2018,NA,NA,5075.35498488403,4.26134228002314,NA,13.1319999694824,NA,14.4519996643066,13.8979997634888,12.3400001525879,41.6598445695729,47.1910018920898,NA,NA,NA,13.7447359109736
ALB,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA,1963,7.646,NA,2146.27184180058,31.0105125128121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51452970388245
DZA,1964,7.665,NA,2214.1925218131,3.16458887871079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57926388976961
DZA,1965,7.675,NA,2289.94201520479,3.42108884595366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61003228059217
DZA,1966,7.676,NA,2120.48382503719,-7.40010834520842,NA,NA,NA,NA,NA,NA,NA,NA,2.91000008583069,NA,NA,3.61856542857513
DZA,1967,7.672,NA,2255.82417886113,6.38252233881414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60122835164315
DZA,1968,7.666,NA,2428.29276066988,7.64547979514185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57204256013961
DZA,1969,7.656,NA,2558.52539978848,5.36313583056902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54669221877662
DZA,1970,7.643,NA,2707.62916353113,5.82772263097242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53255810496865
DZA,1971,7.624,NA,2335.06396433348,-13.7598310808476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56034224814672
DZA,1972,7.597,NA,2894.89634390096,23.975034008427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59037916418891
DZA,1973,7.558,NA,2924.20436278159,1.01240305002224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61415229004779
DZA,1974,7.505,NA,3057.88178982087,4.57141192799963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62168613894647
DZA,1975,7.434,NA,3123.44687038401,2.14413391588215,NA,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,3.6098180200313
DZA,1976,7.344,NA,3290.67258852908,5.35388386883342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59400767924196
DZA,1977,7.234,NA,3365.78944313553,2.28272040397756,NA,NA,NA,NA,NA,NA,NA,NA,3.78999996185303,NA,NA,3.56210214194424
DZA,1978,7.105,NA,3570.47702912762,6.08141386887854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52168065589137
DZA,1979,6.957,NA,3725.20441516457,4.3335213971325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48191463718403
DZA,1980,6.794,NA,3642.56338389606,-2.21842943523032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44763577973084
DZA,1981,6.617,NA,3637.78850816884,-0.131085590667411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43723594592314
DZA,1982,6.43,NA,3751.64759736853,3.12989853434338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43154726894012
