"","year","banking_crisis","systemic_crisis","currency_crisis","inflation_crisis","iso3c","crisis_idx"
"8405",1958,0,0,0,0,"MEX",0
"8406",1959,0,0,0,0,"MEX",0
"8407",1960,0,0,0,0,"MEX",0
"8408",1961,0,0,0,0,"MEX",0
"8409",1962,0,0,0,0,"MEX",0
"8410",1963,0,0,0,0,"MEX",0
"8411",1964,0,0,0,0,"MEX",0
"8412",1965,0,0,0,0,"MEX",0
"8413",1966,0,0,0,0,"MEX",0
"8414",1967,0,0,0,0,"MEX",0
"8415",1968,0,0,0,0,"MEX",0
"8416",1969,0,0,0,0,"MEX",0
"8417",1970,0,0,0,0,"MEX",0
"8418",1971,0,0,0,0,"MEX",0
"8419",1972,0,0,0,0,"MEX",0
"8420",1973,0,0,0,0,"MEX",0
"8421",1974,0,0,0,0,"MEX",0
"8422",1975,0,0,0,0,"MEX",0
"8423",1976,0,0,1,1,"MEX",2
"8424",1977,0,0,0,1,"MEX",1
"8425",1978,0,0,0,0,"MEX",0
"8426",1979,0,0,0,0,"MEX",0
"8427",1980,0,0,0,1,"MEX",1
"8428",1981,1,1,0,1,"MEX",3
"8429",1982,1,1,1,1,"MEX",4
"8430",1983,0,0,1,1,"MEX",2
"8431",1984,0,0,1,1,"MEX",2
"8432",1985,0,0,1,1,"MEX",2
"8433",1986,0,0,1,1,"MEX",2
"8434",1987,0,0,1,1,"MEX",2
"8435",1988,0,0,0,1,"MEX",1
"8436",1989,0,0,1,1,"MEX",2
"8437",1990,0,0,0,1,"MEX",1
"8438",1991,0,1,0,1,"MEX",2
"8439",1992,0,0,0,0,"MEX",0
"8440",1993,1,1,0,0,"MEX",2
"8441",1994,1,1,1,0,"MEX",3
"8442",1995,1,1,1,1,"MEX",4
"8443",1996,1,1,0,1,"MEX",3
"8444",1997,1,1,0,1,"MEX",3
"8445",1998,0,0,1,0,"MEX",1
"8446",1999,0,0,0,0,"MEX",0
"8447",2000,0,0,0,0,"MEX",0
"8448",2001,0,0,0,0,"MEX",0
"8449",2002,0,0,0,0,"MEX",0
"8450",2003,0,0,0,0,"MEX",0
"8451",2004,0,0,0,0,"MEX",0
"8452",2005,0,0,0,0,"MEX",0
"8453",2006,0,0,0,0,"MEX",0
"8454",2007,0,0,0,0,"MEX",0
"8455",2008,0,0,1,0,"MEX",1
"8456",2009,0,0,0,0,"MEX",0
"8457",2010,0,0,0,0,"MEX",0
"8458",2011,0,0,0,0,"MEX",0
"8459",2012,0,0,0,0,"MEX",0
"8460",2013,0,0,0,0,"MEX",0
"8461",2014,0,0,0,0,"MEX",0
"8462",2015,NA,NA,0,0,"MEX",0
"8463",2016,NA,NA,0,0,"MEX",0
"8464",1800,0,NA,0,0,"MAR",0
"8465",1801,0,0,0,0,"MAR",0
"8466",1802,0,0,0,0,"MAR",0
"8467",1803,0,0,0,0,"MAR",0
"8468",1804,0,0,0,0,"MAR",0
"8469",1805,0,0,0,0,"MAR",0
"8470",1806,0,0,0,0,"MAR",0
"8471",1807,0,0,0,0,"MAR",0
"8472",1808,0,0,0,0,"MAR",0
"8473",1809,0,0,0,0,"MAR",0
"8474",1810,0,0,0,0,"MAR",0
"8475",1811,0,0,0,0,"MAR",0
"8476",1812,0,0,0,0,"MAR",0
"8477",1813,0,0,0,0,"MAR",0
"8478",1814,0,0,0,0,"MAR",0
"8479",1815,0,0,0,0,"MAR",0
"8480",1816,0,0,0,0,"MAR",0
"8481",1817,0,0,0,0,"MAR",0
"8482",1818,0,0,0,0,"MAR",0
"8483",1819,0,0,0,0,"MAR",0
"8484",1820,0,0,0,0,"MAR",0
"8485",1821,0,0,0,0,"MAR",0
"8486",1822,0,0,0,0,"MAR",0
"8487",1823,0,0,0,0,"MAR",0
"8488",1824,0,0,0,0,"MAR",0
"8489",1825,0,0,0,0,"MAR",0
"8490",1826,0,0,0,0,"MAR",0
"8491",1827,0,0,0,0,"MAR",0
"8492",1828,0,0,0,0,"MAR",0
"8493",1829,0,0,0,0,"MAR",0
"8494",1830,0,0,0,0,"MAR",0
"8495",1831,0,0,0,0,"MAR",0
"8496",1832,0,0,0,0,"MAR",0
"8497",1833,0,0,0,0,"MAR",0
"8498",1834,0,0,0,0,"MAR",0
"8499",1835,0,0,0,0,"MAR",0
"8500",1836,0,0,0,0,"MAR",0
"8501",1837,0,0,0,0,"MAR",0
"8502",1838,0,0,0,0,"MAR",0
"8503",1839,0,0,0,0,"MAR",0
"8504",1840,0,0,0,0,"MAR",0
"8505",1841,0,0,0,0,"MAR",0
"8506",1842,0,0,0,0,"MAR",0
"8507",1843,0,0,0,0,"MAR",0
"8508",1844,0,0,0,0,"MAR",0
"8509",1845,0,0,0,0,"MAR",0
"8510",1846,0,0,0,0,"MAR",0
"8511",1847,0,0,0,0,"MAR",0
"8512",1848,0,0,0,0,"MAR",0
"8513",1849,0,0,0,0,"MAR",0
"8514",1850,0,0,0,0,"MAR",0
"8515",1851,0,0,0,0,"MAR",0
"8516",1852,0,0,0,0,"MAR",0
"8517",1853,0,0,0,0,"MAR",0
"8518",1854,0,0,0,0,"MAR",0
"8519",1855,0,0,0,0,"MAR",0
"8520",1856,0,0,0,0,"MAR",0
"8521",1857,0,0,0,0,"MAR",0
"8522",1858,0,0,0,0,"MAR",0
"8523",1859,0,0,0,0,"MAR",0
"8524",1860,0,0,0,0,"MAR",0
"8525",1861,0,0,0,0,"MAR",0
"8526",1862,0,0,0,0,"MAR",0
"8527",1863,0,0,0,0,"MAR",0
"8528",1864,0,0,0,0,"MAR",0
"8529",1865,0,0,0,0,"MAR",0
"8530",1866,0,0,0,0,"MAR",0
"8531",1867,0,0,0,0,"MAR",0
"8532",1868,0,0,0,0,"MAR",0
"8533",1869,0,0,0,0,"MAR",0
"8534",1870,0,0,0,0,"MAR",0
"8535",1871,0,0,0,0,"MAR",0
"8536",1872,0,0,0,0,"MAR",0
"8537",1873,0,0,0,0,"MAR",0
"8538",1874,0,0,0,0,"MAR",0
"8539",1875,0,0,0,0,"MAR",0
"8540",1876,0,0,0,0,"MAR",0
"8541",1877,0,0,0,0,"MAR",0
"8542",1878,0,0,0,0,"MAR",0
"8543",1879,0,0,0,0,"MAR",0
"8544",1880,0,0,0,0,"MAR",0
"8545",1881,0,0,0,0,"MAR",0
"8546",1882,0,0,0,0,"MAR",0
"8547",1883,0,0,0,0,"MAR",0
"8548",1884,0,0,0,0,"MAR",0
"8549",1885,0,0,0,0,"MAR",0
"8550",1886,0,0,0,0,"MAR",0
"8551",1887,0,0,0,0,"MAR",0
"8552",1888,0,0,0,0,"MAR",0
"8553",1889,0,0,0,0,"MAR",0
"8554",1890,0,0,0,0,"MAR",0
"8555",1891,0,0,0,0,"MAR",0
"8556",1892,0,0,0,0,"MAR",0
"8557",1893,0,0,0,0,"MAR",0
"8558",1894,0,0,0,0,"MAR",0
"8559",1895,0,0,0,0,"MAR",0
"8560",1896,0,0,0,0,"MAR",0
"8561",1897,0,0,0,0,"MAR",0
"8562",1898,0,0,0,0,"MAR",0
"8563",1899,0,0,0,0,"MAR",0
"8564",1900,0,0,0,0,"MAR",0
"8565",1901,0,0,0,0,"MAR",0
"8566",1902,0,0,0,0,"MAR",0
"8567",1903,0,0,0,0,"MAR",0
"8568",1904,0,0,0,0,"MAR",0
"8569",1905,0,0,0,0,"MAR",0
"8570",1906,0,0,0,0,"MAR",0
"8571",1907,0,0,0,0,"MAR",0
"8572",1908,0,0,0,0,"MAR",0
"8573",1909,0,0,0,0,"MAR",0
"8574",1910,0,0,0,0,"MAR",0
"8575",1911,0,0,0,0,"MAR",0
"8576",1912,0,0,0,0,"MAR",0
"8577",1913,0,0,0,0,"MAR",0
"8578",1914,0,0,0,0,"MAR",0
"8579",1915,0,0,0,0,"MAR",0
"8580",1916,0,0,0,0,"MAR",0
"8581",1917,0,0,0,0,"MAR",0
"8582",1918,0,0,1,0,"MAR",1
"8583",1919,0,0,0,0,"MAR",0
"8584",1920,0,0,0,0,"MAR",0
"8585",1921,0,0,1,0,"MAR",1
"8586",1922,0,0,0,0,"MAR",0
"8587",1923,0,0,0,0,"MAR",0
"8588",1924,0,0,0,0,"MAR",0
"8589",1925,0,0,0,0,"MAR",0
"8590",1926,0,0,0,0,"MAR",0
"8591",1927,0,0,0,0,"MAR",0
"8592",1928,0,0,0,0,"MAR",0
"8593",1929,0,0,1,0,"MAR",1
"8594",1930,0,0,1,0,"MAR",1
"8595",1931,0,0,1,0,"MAR",1
"8596",1932,0,0,0,0,"MAR",0
"8597",1933,0,0,0,0,"MAR",0
"8598",1934,0,0,0,0,"MAR",0
"8599",1935,0,0,0,0,"MAR",0
"8600",1936,0,0,0,0,"MAR",0
"8601",1937,0,0,0,0,"MAR",0
"8602",1938,0,0,0,0,"MAR",0
"8603",1939,0,0,0,0,"MAR",0
"8604",1940,0,0,0,1,"MAR",1
"8605",1941,0,0,0,1,"MAR",1
"8606",1942,0,0,0,1,"MAR",1
"8607",1943,0,0,1,1,"MAR",2
"8608",1944,0,0,1,1,"MAR",2
"8609",1945,0,0,0,0,"MAR",0
"8610",1946,0,0,0,1,"MAR",1
"8611",1947,0,0,1,1,"MAR",2
"8612",1948,0,0,0,1,"MAR",1
"8613",1949,0,0,1,1,"MAR",2
"8614",1950,0,0,1,0,"MAR",1
"8615",1951,0,0,0,1,"MAR",1
"8616",1952,0,0,0,0,"MAR",0
"8617",1953,0,0,0,0,"MAR",0
"8618",1954,0,0,0,0,"MAR",0
"8619",1955,0,0,0,0,"MAR",0
"8620",1956,0,0,0,0,"MAR",0
"8621",1957,0,0,0,0,"MAR",0
"8622",1958,0,0,1,0,"MAR",1
"8623",1959,0,0,1,0,"MAR",1
"8624",1960,0,0,0,0,"MAR",0
"8625",1961,0,0,0,0,"MAR",0
"8626",1962,0,0,0,0,"MAR",0
"8627",1963,0,0,0,0,"MAR",0
"8628",1964,0,0,0,0,"MAR",0
"8629",1965,0,0,0,0,"MAR",0
"8630",1966,0,0,0,0,"MAR",0
"8631",1967,0,0,0,0,"MAR",0
"8632",1968,0,0,0,0,"MAR",0
"8633",1969,0,0,0,0,"MAR",0
"8634",1970,0,0,0,0,"MAR",0
"8635",1971,0,0,0,0,"MAR",0
"8636",1972,0,0,0,0,"MAR",0
"8637",1973,0,0,0,0,"MAR",0
"8638",1974,0,0,0,0,"MAR",0
"8639",1975,0,0,0,0,"MAR",0
"8640",1976,0,0,0,0,"MAR",0
"8641",1977,0,0,0,0,"MAR",0
"8642",1978,0,0,0,0,"MAR",0
"8643",1979,0,0,0,0,"MAR",0
"8644",1980,0,0,0,0,"MAR",0
"8645",1981,0,0,0,0,"MAR",0
"8646",1982,0,0,0,0,"MAR",0
"8647",1983,1,1,0,0,"MAR",2
"8648",1984,1,1,0,0,"MAR",2
"8649",1985,0,0,1,0,"MAR",1
"8650",1986,0,0,0,0,"MAR",0
"8651",1987,0,0,0,0,"MAR",0
"8652",1988,0,0,0,0,"MAR",0
"8653",1989,0,0,0,0,"MAR",0
"8654",1990,0,0,0,0,"MAR",0
"8655",1991,0,0,0,0,"MAR",0
"8656",1992,0,0,0,0,"MAR",0
"8657",1993,0,0,0,0,"MAR",0
"8658",1994,0,0,0,0,"MAR",0
"8659",1995,0,0,0,0,"MAR",0
"8660",1996,0,0,0,0,"MAR",0
"8661",1997,0,0,0,0,"MAR",0
"8662",1998,0,0,0,0,"MAR",0
"8663",1999,0,0,0,0,"MAR",0
"8664",2000,0,0,0,0,"MAR",0
"8665",2001,0,0,0,0,"MAR",0
"8666",2002,0,0,0,0,"MAR",0
"8667",2003,0,0,0,0,"MAR",0
"8668",2004,0,0,0,0,"MAR",0
"8669",2005,0,0,0,0,"MAR",0
"8670",2006,0,0,0,0,"MAR",0
"8671",2007,0,0,0,0,"MAR",0
"8672",2008,0,0,0,0,"MAR",0
"8673",2009,0,0,0,0,"MAR",0
"8674",2010,0,0,0,0,"MAR",0
"8675",2011,0,0,0,0,"MAR",0
"8676",2012,0,0,0,0,"MAR",0
"8677",2013,0,0,0,0,"MAR",0
"8678",2014,0,0,0,0,"MAR",0
"8679",2015,NA,NA,0,0,"MAR",0
"8680",2016,NA,NA,0,0,"MAR",0
"8681",1800,0,0,0,0,"MMR",0
"8682",1801,0,0,0,0,"MMR",0
"8683",1802,0,0,0,0,"MMR",0
"8684",1803,0,0,0,0,"MMR",0
"8685",1804,0,0,0,0,"MMR",0
"8686",1805,0,0,0,0,"MMR",0
"8687",1806,0,0,0,0,"MMR",0
"8688",1807,0,0,0,0,"MMR",0
"8689",1808,0,0,0,0,"MMR",0
"8690",1809,0,0,0,0,"MMR",0
"8691",1810,0,0,0,0,"MMR",0
"8692",1811,0,0,0,0,"MMR",0
"8693",1812,0,0,0,0,"MMR",0
"8694",1813,0,0,0,0,"MMR",0
"8695",1814,0,0,0,0,"MMR",0
"8696",1815,0,0,0,0,"MMR",0
"8697",1816,0,0,0,0,"MMR",0
"8698",1817,0,0,0,0,"MMR",0
"8699",1818,0,0,0,0,"MMR",0
"8700",1819,0,0,0,0,"MMR",0
"8701",1820,0,0,0,0,"MMR",0
"8702",1821,0,0,0,0,"MMR",0
"8703",1822,0,0,0,0,"MMR",0
"8704",1823,0,0,0,0,"MMR",0
"8705",1824,0,0,0,0,"MMR",0
"8706",1825,0,0,0,0,"MMR",0
"8707",1826,0,0,0,0,"MMR",0
"8708",1827,0,0,0,0,"MMR",0
"8709",1828,0,0,0,0,"MMR",0
"8710",1829,0,0,0,0,"MMR",0
"8711",1830,0,0,0,0,"MMR",0
"8712",1831,0,0,0,0,"MMR",0
"8713",1832,0,0,0,0,"MMR",0
"8714",1833,0,0,0,0,"MMR",0
"8715",1834,0,0,0,0,"MMR",0
"8716",1835,0,0,0,0,"MMR",0
"8717",1836,0,0,0,0,"MMR",0
"8718",1837,0,0,0,0,"MMR",0
"8719",1838,0,0,0,0,"MMR",0
"8720",1839,0,0,0,0,"MMR",0
"8721",1840,0,0,0,0,"MMR",0
"8722",1841,0,0,0,0,"MMR",0
"8723",1842,0,0,0,0,"MMR",0
"8724",1843,0,0,0,0,"MMR",0
"8725",1844,0,0,0,0,"MMR",0
"8726",1845,0,0,0,0,"MMR",0
"8727",1846,0,0,0,0,"MMR",0
"8728",1847,0,0,0,0,"MMR",0
"8729",1848,0,0,0,0,"MMR",0
"8730",1849,0,0,0,0,"MMR",0
"8731",1850,0,0,0,0,"MMR",0
"8732",1851,0,0,0,0,"MMR",0
"8733",1852,0,0,0,0,"MMR",0
"8734",1853,0,0,0,0,"MMR",0
"8735",1854,0,0,0,0,"MMR",0
"8736",1855,0,0,0,0,"MMR",0
"8737",1856,0,0,0,0,"MMR",0
"8738",1857,0,0,0,0,"MMR",0
"8739",1858,0,0,0,0,"MMR",0
"8740",1859,0,0,0,0,"MMR",0
"8741",1860,0,0,0,0,"MMR",0
"8742",1861,0,0,0,0,"MMR",0
"8743",1862,0,0,0,0,"MMR",0
"8744",1863,0,0,0,0,"MMR",0
"8745",1864,0,0,0,0,"MMR",0
"8746",1865,0,0,0,0,"MMR",0
"8747",1866,0,0,0,0,"MMR",0
"8748",1867,0,0,0,0,"MMR",0
"8749",1868,0,0,0,0,"MMR",0
"8750",1869,0,0,0,0,"MMR",0
"8751",1870,0,0,0,0,"MMR",0
"8752",1871,0,0,0,0,"MMR",0
"8753",1872,0,0,0,0,"MMR",0
"8754",1873,0,0,0,0,"MMR",0
"8755",1874,0,0,0,0,"MMR",0
"8756",1875,0,0,0,0,"MMR",0
"8757",1876,0,0,0,0,"MMR",0
"8758",1877,0,0,0,0,"MMR",0
"8759",1878,0,0,0,1,"MMR",1
"8760",1879,0,0,0,0,"MMR",0
"8761",1880,0,0,0,0,"MMR",0
"8762",1881,0,0,0,0,"MMR",0
"8763",1882,0,0,0,0,"MMR",0
"8764",1883,0,0,0,0,"MMR",0
"8765",1884,0,0,0,0,"MMR",0
"8766",1885,0,0,0,0,"MMR",0
"8767",1886,0,0,0,0,"MMR",0
"8768",1887,0,0,0,0,"MMR",0
"8769",1888,0,0,0,0,"MMR",0
"8770",1889,0,0,0,0,"MMR",0
"8771",1890,0,0,0,0,"MMR",0
"8772",1891,0,0,0,0,"MMR",0
"8773",1892,0,0,0,0,"MMR",0
"8774",1893,0,0,0,0,"MMR",0
"8775",1894,0,0,0,0,"MMR",0
"8776",1895,0,0,0,0,"MMR",0
"8777",1896,0,0,0,0,"MMR",0
"8778",1897,0,0,0,0,"MMR",0
"8779",1898,0,0,0,0,"MMR",0
"8780",1899,0,0,0,0,"MMR",0
"8781",1900,0,0,0,0,"MMR",0
"8782",1901,0,0,0,0,"MMR",0
"8783",1902,0,0,0,0,"MMR",0
"8784",1903,0,0,0,0,"MMR",0
"8785",1904,0,0,0,0,"MMR",0
"8786",1905,0,0,0,0,"MMR",0
"8787",1906,0,0,0,0,"MMR",0
"8788",1907,0,0,0,0,"MMR",0
"8789",1908,0,0,0,1,"MMR",1
"8790",1909,0,0,0,0,"MMR",0
"8791",1910,0,0,0,0,"MMR",0
"8792",1911,0,0,0,0,"MMR",0
"8793",1912,0,0,0,0,"MMR",0
"8794",1913,0,0,0,0,"MMR",0
"8795",1914,0,0,0,0,"MMR",0
"8796",1915,0,0,0,0,"MMR",0
"8797",1916,0,0,0,0,"MMR",0
"8798",1917,0,0,0,0,"MMR",0
"8799",1918,0,0,0,0,"MMR",0
"8800",1919,0,0,0,1,"MMR",1
"8801",1920,0,0,0,1,"MMR",1
"8802",1921,0,0,0,0,"MMR",0
"8803",1922,0,0,0,0,"MMR",0
"8804",1923,0,0,0,0,"MMR",0
"8805",1924,0,0,0,0,"MMR",0
"8806",1925,0,0,0,0,"MMR",0
"8807",1926,0,0,0,0,"MMR",0
"8808",1927,0,0,0,0,"MMR",0
"8809",1928,0,0,0,0,"MMR",0
"8810",1929,0,0,0,0,"MMR",0
"8811",1930,0,0,0,0,"MMR",0
"8812",1931,0,0,0,0,"MMR",0
"8813",1932,0,0,0,0,"MMR",0
"8814",1933,0,0,0,0,"MMR",0
"8815",1934,0,0,0,0,"MMR",0
"8816",1935,0,0,0,0,"MMR",0
"8817",1936,0,0,0,0,"MMR",0
"8818",1937,0,0,0,0,"MMR",0
"8819",1938,0,0,0,0,"MMR",0
"8820",1939,0,0,0,0,"MMR",0
"8821",1940,0,0,0,0,"MMR",0
"8822",1941,0,0,0,0,"MMR",0
"8823",1942,0,0,0,0,"MMR",0
"8824",1943,0,0,0,0,"MMR",0
"8825",1944,0,0,0,0,"MMR",0
"8826",1945,0,0,0,0,"MMR",0
"8827",1946,0,0,0,0,"MMR",0
"8828",1947,0,0,0,0,"MMR",0
"8829",1948,0,0,0,0,"MMR",0
"8830",1949,0,0,0,1,"MMR",1
"8831",1950,0,0,0,0,"MMR",0
"8832",1951,0,0,0,0,"MMR",0
"8833",1952,0,0,0,0,"MMR",0
"8834",1953,0,0,0,0,"MMR",0
"8835",1954,0,0,0,0,"MMR",0
"8836",1955,0,0,0,0,"MMR",0
"8837",1956,0,0,0,0,"MMR",0
"8838",1957,0,0,0,0,"MMR",0
"8839",1958,0,0,0,0,"MMR",0
"8840",1959,0,0,0,0,"MMR",0
"8841",1960,0,0,0,0,"MMR",0
"8842",1961,0,0,0,0,"MMR",0
"8843",1962,0,0,0,0,"MMR",0
"8844",1963,0,0,0,0,"MMR",0
"8845",1964,0,0,0,0,"MMR",0
"8846",1965,0,0,0,0,"MMR",0
"8847",1966,0,0,0,1,"MMR",1
"8848",1967,0,0,0,0,"MMR",0
"8849",1968,0,0,0,0,"MMR",0
"8850",1969,0,0,0,0,"MMR",0
"8851",1970,0,0,0,0,"MMR",0
"8852",1971,0,0,0,0,"MMR",0
"8853",1972,0,0,0,0,"MMR",0
"8854",1973,0,0,0,1,"MMR",1
"8855",1974,0,0,0,1,"MMR",1
"8856",1975,0,0,1,1,"MMR",2
"8857",1976,0,0,0,1,"MMR",1
"8858",1977,0,0,0,0,"MMR",0
"8859",1978,0,0,0,0,"MMR",0
"8860",1979,0,0,0,0,"MMR",0
"8861",1980,0,0,0,0,"MMR",0
"8862",1981,0,0,0,0,"MMR",0
"8863",1982,0,0,0,0,"MMR",0
"8864",1983,0,0,0,0,"MMR",0
"8865",1984,0,0,0,0,"MMR",0
"8866",1985,0,0,0,0,"MMR",0
"8867",1986,0,0,0,0,"MMR",0
"8868",1987,0,0,0,0,"MMR",0
"8869",1988,0,0,0,1,"MMR",1
"8870",1989,0,0,0,1,"MMR",1
"8871",1990,0,0,0,1,"MMR",1
"8872",1991,0,0,0,1,"MMR",1
"8873",1992,0,0,0,1,"MMR",1
"8874",1993,0,0,0,1,"MMR",1
"8875",1994,0,0,0,1,"MMR",1
"8876",1995,0,0,0,1,"MMR",1
"8877",1996,1,0,0,1,"MMR",2
"8878",1997,1,0,0,1,"MMR",2
"8879",1998,0,0,0,1,"MMR",1
"8880",1999,0,0,0,0,"MMR",0
"8881",2000,0,0,0,0,"MMR",0
"8882",2001,0,0,0,1,"MMR",1
"8883",2002,1,1,0,1,"MMR",3
"8884",2003,1,1,0,1,"MMR",3
"8885",2004,1,1,0,0,"MMR",2
"8886",2005,1,1,0,0,"MMR",2
"8887",2006,0,0,0,1,"MMR",1
"8888",2007,0,0,0,1,"MMR",1
"8889",2008,0,0,0,0,"MMR",0
"8890",2009,0,0,0,0,"MMR",0
"8891",2010,0,0,0,0,"MMR",0
"8892",2011,0,0,0,0,"MMR",0
"8893",2012,0,0,1,0,"MMR",1
"8894",2013,0,0,1,0,"MMR",1
"8895",2014,0,0,0,0,"MMR",0
"8896",2015,NA,NA,0,0,"MMR",0
"8897",2016,NA,NA,0,0,"MMR",0
"8898",1800,0,0,0,0,"NLD",0
"8899",1801,0,0,0,0,"NLD",0
"8900",1802,0,0,0,0,"NLD",0
"8901",1803,0,0,0,0,"NLD",0
"8902",1804,0,0,0,0,"NLD",0
"8903",1805,0,0,0,0,"NLD",0
"8904",1806,0,0,0,0,"NLD",0
"8905",1807,0,0,0,0,"NLD",0
"8906",1808,0,0,0,0,"NLD",0
"8907",1809,0,0,0,0,"NLD",0
"8908",1810,0,0,0,0,"NLD",0
"8909",1811,0,0,0,0,"NLD",0
"8910",1812,0,0,0,0,"NLD",0
"8911",1813,0,0,0,0,"NLD",0
"8912",1814,0,0,1,0,"NLD",1
"8913",1815,0,0,0,0,"NLD",0
"8914",1816,0,0,0,0,"NLD",0
"8915",1817,0,0,0,0,"NLD",0
"8916",1818,0,0,0,0,"NLD",0
"8917",1819,1,1,0,0,"NLD",2
"8918",1820,1,1,0,0,"NLD",2
"8919",1821,1,1,0,0,"NLD",2
"8920",1822,1,1,0,0,"NLD",2
"8921",1823,1,1,0,0,"NLD",2
"8922",1824,1,1,0,0,"NLD",2
"8923",1825,1,1,0,0,"NLD",2
"8924",1826,1,1,0,0,"NLD",2
"8925",1827,1,1,0,0,"NLD",2
"8926",1828,1,1,0,0,"NLD",2
"8927",1829,1,1,0,0,"NLD",2
"8928",1830,0,0,0,0,"NLD",0
"8929",1831,0,0,0,0,"NLD",0
"8930",1832,0,0,0,0,"NLD",0
"8931",1833,0,0,0,0,"NLD",0
"8932",1834,0,0,0,0,"NLD",0
"8933",1835,0,0,0,0,"NLD",0
"8934",1836,0,0,0,0,"NLD",0
"8935",1837,0,0,0,0,"NLD",0
"8936",1838,0,0,0,0,"NLD",0
"8937",1839,0,0,0,0,"NLD",0
"8938",1840,0,0,0,0,"NLD",0
"8939",1841,0,0,0,0,"NLD",0
"8940",1842,0,0,0,0,"NLD",0
"8941",1843,0,0,0,0,"NLD",0
"8942",1844,0,0,0,0,"NLD",0
"8943",1845,0,0,0,0,"NLD",0
"8944",1846,0,0,0,0,"NLD",0
"8945",1847,0,0,0,0,"NLD",0
"8946",1848,0,0,0,0,"NLD",0
"8947",1849,0,0,0,0,"NLD",0
"8948",1850,0,0,0,0,"NLD",0
"8949",1851,0,0,0,0,"NLD",0
"8950",1852,0,0,0,0,"NLD",0
"8951",1853,0,0,0,0,"NLD",0
"8952",1854,0,0,0,0,"NLD",0
"8953",1855,0,0,0,0,"NLD",0
"8954",1856,0,0,0,0,"NLD",0
"8955",1857,0,0,0,0,"NLD",0
"8956",1858,0,0,0,0,"NLD",0
"8957",1859,0,0,0,0,"NLD",0
"8958",1860,0,0,0,0,"NLD",0
"8959",1861,0,0,0,0,"NLD",0
"8960",1862,0,0,0,0,"NLD",0
"8961",1863,0,0,0,1,"NLD",1
"8962",1864,0,0,0,0,"NLD",0
"8963",1865,0,0,0,0,"NLD",0
"8964",1866,0,0,0,0,"NLD",0
"8965",1867,0,0,0,0,"NLD",0
"8966",1868,0,0,0,0,"NLD",0
"8967",1869,0,0,0,0,"NLD",0
"8968",1870,0,0,0,0,"NLD",0
"8969",1871,0,0,0,0,"NLD",0
"8970",1872,0,0,0,0,"NLD",0
"8971",1873,0,0,0,0,"NLD",0
"8972",1874,0,0,0,0,"NLD",0
"8973",1875,0,0,0,0,"NLD",0
"8974",1876,0,0,0,0,"NLD",0
"8975",1877,0,0,0,0,"NLD",0
"8976",1878,0,0,0,0,"NLD",0
"8977",1879,0,0,0,0,"NLD",0
"8978",1880,0,0,0,0,"NLD",0
"8979",1881,0,0,0,0,"NLD",0
"8980",1882,0,0,0,0,"NLD",0
"8981",1883,0,0,0,0,"NLD",0
"8982",1884,0,0,0,0,"NLD",0
"8983",1885,0,0,0,0,"NLD",0
"8984",1886,0,0,0,0,"NLD",0
"8985",1887,0,0,0,0,"NLD",0
"8986",1888,0,0,0,0,"NLD",0
"8987",1889,0,0,0,0,"NLD",0
"8988",1890,0,0,0,0,"NLD",0
"8989",1891,0,0,0,0,"NLD",0
"8990",1892,0,0,0,0,"NLD",0
"8991",1893,0,0,0,0,"NLD",0
"8992",1894,0,0,0,0,"NLD",0
"8993",1895,0,0,0,0,"NLD",0
"8994",1896,0,0,0,0,"NLD",0
"8995",1897,1,1,0,0,"NLD",2
"8996",1898,0,0,0,0,"NLD",0
"8997",1899,0,0,0,0,"NLD",0
"8998",1900,0,0,0,0,"NLD",0
"8999",1901,0,0,0,0,"NLD",0
"9000",1902,0,0,0,0,"NLD",0
"9001",1903,0,0,0,0,"NLD",0
"9002",1904,0,0,0,0,"NLD",0
"9003",1905,0,0,0,0,"NLD",0
"9004",1906,0,0,0,0,"NLD",0
"9005",1907,0,0,0,0,"NLD",0
"9006",1908,0,0,0,0,"NLD",0
"9007",1909,0,0,0,0,"NLD",0
"9008",1910,0,0,0,0,"NLD",0
"9009",1911,0,0,0,0,"NLD",0
"9010",1912,0,0,0,0,"NLD",0
"9011",1913,0,0,0,0,"NLD",0
"9012",1914,1,1,0,0,"NLD",2
"9013",1915,0,0,0,0,"NLD",0
"9014",1916,0,0,0,0,"NLD",0
"9015",1917,0,0,0,0,"NLD",0
"9016",1918,0,0,0,1,"NLD",1
"9017",1919,0,0,0,0,"NLD",0
"9018",1920,0,0,0,0,"NLD",0
"9019",1921,1,1,0,0,"NLD",2
"9020",1922,1,1,0,0,"NLD",2
"9021",1923,0,0,0,0,"NLD",0
"9022",1924,0,0,0,0,"NLD",0
"9023",1925,0,0,0,0,"NLD",0
"9024",1926,0,0,0,0,"NLD",0
"9025",1927,0,0,0,0,"NLD",0
"9026",1928,0,0,0,0,"NLD",0
"9027",1929,0,0,0,0,"NLD",0
"9028",1930,0,0,0,0,"NLD",0
"9029",1931,0,0,0,0,"NLD",0
"9030",1932,0,0,0,0,"NLD",0
"9031",1933,0,0,0,0,"NLD",0
"9032",1934,0,0,0,0,"NLD",0
"9033",1935,0,0,0,0,"NLD",0
"9034",1936,0,0,1,0,"NLD",1
"9035",1937,0,0,0,0,"NLD",0
"9036",1938,0,0,0,0,"NLD",0
"9037",1939,1,1,0,0,"NLD",2
