"","year","banking_crisis","systemic_crisis","currency_crisis","inflation_crisis","iso3c","crisis_idx"
"1",1800,0,0,0,0,"DZA",0
"2",1801,0,0,0,0,"DZA",0
"3",1802,0,0,0,0,"DZA",0
"4",1803,0,0,0,0,"DZA",0
"5",1804,0,0,0,0,"DZA",0
"6",1805,0,0,0,0,"DZA",0
"7",1806,0,0,0,0,"DZA",0
"8",1807,0,0,0,0,"DZA",0
"9",1808,0,0,0,0,"DZA",0
"10",1809,0,0,0,0,"DZA",0
"11",1810,0,0,0,0,"DZA",0
"12",1811,0,0,0,0,"DZA",0
"13",1812,0,0,0,0,"DZA",0
"14",1813,0,0,0,0,"DZA",0
"15",1814,0,0,0,0,"DZA",0
"16",1815,0,0,0,0,"DZA",0
"17",1816,0,0,0,0,"DZA",0
"18",1817,0,0,0,0,"DZA",0
"19",1818,0,0,0,0,"DZA",0
"20",1819,0,0,0,0,"DZA",0
"21",1820,0,0,0,0,"DZA",0
"22",1821,0,0,0,0,"DZA",0
"23",1822,0,0,0,0,"DZA",0
"24",1823,0,0,0,0,"DZA",0
"25",1824,0,0,0,0,"DZA",0
"26",1825,0,0,0,0,"DZA",0
"27",1826,0,0,0,0,"DZA",0
"28",1827,0,0,0,0,"DZA",0
"29",1828,0,0,0,0,"DZA",0
"30",1829,0,0,0,0,"DZA",0
"31",1830,0,0,0,0,"DZA",0
"32",1831,0,0,0,0,"DZA",0
"33",1832,0,0,0,0,"DZA",0
"34",1833,0,0,0,0,"DZA",0
"35",1834,0,0,0,0,"DZA",0
"36",1835,0,0,0,0,"DZA",0
"37",1836,0,0,0,0,"DZA",0
"38",1837,0,0,0,0,"DZA",0
"39",1838,0,0,0,0,"DZA",0
"40",1839,0,0,0,0,"DZA",0
"41",1840,0,0,0,0,"DZA",0
"42",1841,0,0,0,0,"DZA",0
"43",1842,0,0,0,0,"DZA",0
"44",1843,0,0,0,0,"DZA",0
"45",1844,0,0,0,0,"DZA",0
"46",1845,0,0,0,0,"DZA",0
"47",1846,0,0,0,0,"DZA",0
"48",1847,0,0,0,0,"DZA",0
"49",1848,0,0,0,0,"DZA",0
"50",1849,0,0,0,0,"DZA",0
"51",1850,0,0,0,0,"DZA",0
"52",1851,0,0,0,0,"DZA",0
"53",1852,0,0,0,0,"DZA",0
"54",1853,0,0,0,0,"DZA",0
"55",1854,0,0,0,0,"DZA",0
"56",1855,0,0,0,0,"DZA",0
"57",1856,0,0,0,0,"DZA",0
"58",1857,0,0,0,0,"DZA",0
"59",1858,0,0,0,0,"DZA",0
"60",1859,0,0,0,0,"DZA",0
"61",1860,0,0,0,0,"DZA",0
"62",1861,0,0,0,0,"DZA",0
"63",1862,0,0,0,0,"DZA",0
"64",1863,0,0,0,0,"DZA",0
"65",1864,0,0,0,0,"DZA",0
"66",1865,0,0,0,0,"DZA",0
"67",1866,0,0,0,0,"DZA",0
"68",1867,0,0,0,0,"DZA",0
"69",1868,0,0,0,0,"DZA",0
"70",1869,0,0,0,0,"DZA",0
"71",1870,1,1,0,0,"DZA",2
"72",1871,0,0,0,0,"DZA",0
"73",1872,0,0,0,0,"DZA",0
"74",1873,0,0,0,0,"DZA",0
"75",1874,0,0,0,0,"DZA",0
"76",1875,0,0,0,0,"DZA",0
"77",1876,0,0,0,0,"DZA",0
"78",1877,0,0,0,1,"DZA",1
"79",1878,0,0,0,0,"DZA",0
"80",1879,0,0,0,0,"DZA",0
"81",1880,0,0,0,0,"DZA",0
"82",1881,0,0,0,0,"DZA",0
"83",1882,0,0,0,0,"DZA",0
"84",1883,0,0,0,0,"DZA",0
"85",1884,0,0,0,0,"DZA",0
"86",1885,0,0,0,0,"DZA",0
"87",1886,0,0,0,0,"DZA",0
"88",1887,0,0,0,0,"DZA",0
"89",1888,0,0,0,0,"DZA",0
"90",1889,0,0,0,0,"DZA",0
"91",1890,0,0,0,0,"DZA",0
"92",1891,0,0,0,0,"DZA",0
"93",1892,0,0,0,0,"DZA",0
"94",1893,0,0,0,0,"DZA",0
"95",1894,0,0,0,0,"DZA",0
"96",1895,0,0,0,0,"DZA",0
"97",1896,0,0,0,0,"DZA",0
"98",1897,0,0,0,0,"DZA",0
"99",1898,0,0,0,0,"DZA",0
"100",1899,0,0,0,0,"DZA",0
"101",1900,0,0,0,0,"DZA",0
"102",1901,0,0,0,0,"DZA",0
"103",1902,0,0,0,0,"DZA",0
"104",1903,0,0,0,0,"DZA",0
"105",1904,0,0,0,0,"DZA",0
"106",1905,0,0,0,0,"DZA",0
"107",1906,0,0,0,0,"DZA",0
"108",1907,0,0,0,0,"DZA",0
"109",1908,0,0,0,0,"DZA",0
"110",1909,0,0,0,0,"DZA",0
"111",1910,0,0,0,0,"DZA",0
"112",1911,0,0,0,0,"DZA",0
"113",1912,0,0,0,0,"DZA",0
"114",1913,0,0,0,0,"DZA",0
"115",1914,0,0,0,0,"DZA",0
"116",1915,0,0,0,0,"DZA",0
"117",1916,0,0,0,0,"DZA",0
"118",1917,0,0,0,0,"DZA",0
"119",1918,0,0,0,0,"DZA",0
"120",1919,0,0,0,0,"DZA",0
"121",1920,0,0,0,0,"DZA",0
"122",1921,0,0,0,0,"DZA",0
"123",1922,0,0,0,0,"DZA",0
"124",1923,0,0,0,0,"DZA",0
"125",1924,0,0,0,0,"DZA",0
"126",1925,0,0,0,0,"DZA",0
"127",1926,0,0,0,0,"DZA",0
"128",1927,0,0,0,0,"DZA",0
"129",1928,0,0,0,0,"DZA",0
"130",1929,0,0,0,0,"DZA",0
"131",1930,0,0,0,0,"DZA",0
"132",1931,0,0,0,0,"DZA",0
"133",1932,0,0,0,0,"DZA",0
"134",1933,0,0,0,0,"DZA",0
"135",1934,0,0,0,0,"DZA",0
"136",1935,0,0,0,0,"DZA",0
"137",1936,0,0,0,0,"DZA",0
"138",1937,0,0,0,0,"DZA",0
"139",1938,0,0,0,0,"DZA",0
"140",1939,0,0,0,0,"DZA",0
"141",1940,0,0,0,1,"DZA",1
"142",1941,0,0,0,0,"DZA",0
"143",1942,0,0,0,1,"DZA",1
"144",1943,0,0,1,1,"DZA",2
"145",1944,0,0,1,1,"DZA",2
"146",1945,0,0,0,1,"DZA",1
"147",1946,0,0,0,0,"DZA",0
"148",1947,0,0,0,1,"DZA",1
"149",1948,0,0,0,1,"DZA",1
"150",1949,0,0,0,1,"DZA",1
"151",1950,0,0,0,0,"DZA",0
"152",1951,0,0,0,0,"DZA",0
"153",1952,0,0,0,0,"DZA",0
"154",1953,0,0,0,0,"DZA",0
"155",1954,0,0,0,0,"DZA",0
"156",1955,0,0,0,0,"DZA",0
"157",1956,0,0,0,0,"DZA",0
"158",1957,0,0,0,0,"DZA",0
"159",1958,0,0,0,0,"DZA",0
"160",1959,0,0,0,0,"DZA",0
"161",1960,0,0,1,0,"DZA",1
"162",1961,0,0,0,0,"DZA",0
"163",1962,0,0,0,0,"DZA",0
"164",1963,0,0,0,0,"DZA",0
"165",1964,0,0,0,0,"DZA",0
"166",1965,0,0,0,0,"DZA",0
"167",1966,0,0,0,0,"DZA",0
"168",1967,0,0,0,0,"DZA",0
"169",1968,0,0,0,0,"DZA",0
"170",1969,0,0,0,0,"DZA",0
"171",1970,0,0,0,0,"DZA",0
"172",1971,0,0,0,0,"DZA",0
"173",1972,0,0,0,0,"DZA",0
"174",1973,0,0,0,0,"DZA",0
"175",1974,0,0,0,0,"DZA",0
"176",1975,0,0,0,0,"DZA",0
"177",1976,0,0,0,0,"DZA",0
"178",1977,0,0,0,0,"DZA",0
"179",1978,0,0,0,0,"DZA",0
"180",1979,0,0,0,0,"DZA",0
"181",1980,0,0,0,0,"DZA",0
"182",1981,0,0,0,0,"DZA",0
"183",1982,0,0,0,0,"DZA",0
"184",1983,0,0,0,0,"DZA",0
"185",1984,0,0,0,0,"DZA",0
"186",1985,0,0,0,0,"DZA",0
"187",1986,0,0,0,0,"DZA",0
"188",1987,0,0,0,0,"DZA",0
"189",1988,0,0,1,0,"DZA",1
"190",1989,0,0,1,0,"DZA",1
"191",1990,1,1,1,0,"DZA",3
"192",1991,1,1,1,1,"DZA",4
"193",1992,1,1,0,1,"DZA",3
"194",1993,0,0,0,1,"DZA",1
"195",1994,0,0,1,1,"DZA",2
"196",1995,0,0,1,1,"DZA",2
"197",1996,0,0,0,0,"DZA",0
"198",1997,0,0,0,0,"DZA",0
"199",1998,0,0,0,0,"DZA",0
"200",1999,0,0,0,0,"DZA",0
"201",2000,0,0,0,0,"DZA",0
"202",2001,0,0,0,0,"DZA",0
"203",2002,0,0,0,0,"DZA",0
"204",2003,0,0,0,0,"DZA",0
"205",2004,0,0,0,0,"DZA",0
"206",2005,0,0,0,0,"DZA",0
"207",2006,0,0,0,0,"DZA",0
"208",2007,0,0,0,0,"DZA",0
"209",2008,0,0,0,0,"DZA",0
"210",2009,0,0,0,0,"DZA",0
"211",2010,0,0,0,0,"DZA",0
"212",2011,0,0,0,0,"DZA",0
"213",2012,0,0,0,0,"DZA",0
"214",2013,0,0,0,0,"DZA",0
"215",2014,0,0,0,0,"DZA",0
"216",2015,NA,NA,0,0,"DZA",0
"217",2016,NA,NA,0,0,"DZA",0
"218",1800,0,0,0,0,"AGO",0
"219",1801,0,0,0,0,"AGO",0
"220",1802,0,0,0,0,"AGO",0
"221",1803,0,0,0,0,"AGO",0
"222",1804,0,0,0,0,"AGO",0
"223",1805,0,0,0,0,"AGO",0
"224",1806,0,0,0,0,"AGO",0
"225",1807,0,0,0,0,"AGO",0
"226",1808,0,0,0,0,"AGO",0
"227",1809,0,0,0,0,"AGO",0
"228",1810,0,0,0,0,"AGO",0
"229",1811,0,0,0,0,"AGO",0
"230",1812,0,0,0,0,"AGO",0
"231",1813,0,0,0,0,"AGO",0
"232",1814,0,0,0,0,"AGO",0
"233",1815,0,0,0,0,"AGO",0
"234",1816,0,0,0,0,"AGO",0
"235",1817,0,0,0,0,"AGO",0
"236",1818,0,0,0,0,"AGO",0
"237",1819,0,0,0,0,"AGO",0
"238",1820,0,0,0,0,"AGO",0
"239",1821,0,0,0,0,"AGO",0
"240",1822,0,0,0,0,"AGO",0
"241",1823,0,0,0,0,"AGO",0
"242",1824,0,0,0,0,"AGO",0
"243",1825,0,0,0,0,"AGO",0
"244",1826,0,0,0,0,"AGO",0
"245",1827,0,0,0,0,"AGO",0
"246",1828,0,0,0,0,"AGO",0
"247",1829,0,0,0,0,"AGO",0
"248",1830,0,0,0,0,"AGO",0
"249",1831,0,0,0,0,"AGO",0
"250",1832,0,0,0,0,"AGO",0
"251",1833,0,0,0,0,"AGO",0
"252",1834,0,0,0,0,"AGO",0
"253",1835,0,0,0,0,"AGO",0
"254",1836,0,0,0,0,"AGO",0
"255",1837,0,0,0,0,"AGO",0
"256",1838,0,0,0,0,"AGO",0
"257",1839,0,0,0,0,"AGO",0
"258",1840,0,0,0,0,"AGO",0
"259",1841,0,0,0,0,"AGO",0
"260",1842,0,0,0,0,"AGO",0
"261",1843,0,0,0,0,"AGO",0
"262",1844,0,0,0,0,"AGO",0
"263",1845,0,0,0,0,"AGO",0
"264",1846,0,0,0,0,"AGO",0
"265",1847,0,0,0,0,"AGO",0
"266",1848,0,0,0,0,"AGO",0
"267",1849,0,0,0,0,"AGO",0
"268",1850,0,0,0,0,"AGO",0
"269",1851,0,0,0,0,"AGO",0
"270",1852,0,0,0,0,"AGO",0
"271",1853,0,0,0,0,"AGO",0
"272",1854,0,0,0,0,"AGO",0
"273",1855,0,0,0,0,"AGO",0
"274",1856,0,0,0,0,"AGO",0
"275",1857,0,0,0,0,"AGO",0
"276",1858,0,0,0,0,"AGO",0
"277",1859,0,0,0,0,"AGO",0
"278",1860,0,0,0,0,"AGO",0
"279",1861,0,0,0,0,"AGO",0
"280",1862,0,0,0,0,"AGO",0
"281",1863,0,0,0,0,"AGO",0
"282",1864,0,0,0,0,"AGO",0
"283",1865,0,0,0,0,"AGO",0
"284",1866,0,0,0,0,"AGO",0
"285",1867,0,0,0,0,"AGO",0
"286",1868,0,0,0,0,"AGO",0
"287",1869,0,0,0,0,"AGO",0
"288",1870,0,0,0,0,"AGO",0
"289",1871,0,0,0,0,"AGO",0
"290",1872,0,0,0,0,"AGO",0
"291",1873,0,0,0,0,"AGO",0
"292",1874,0,0,0,0,"AGO",0
"293",1875,0,0,0,0,"AGO",0
"294",1876,0,0,0,0,"AGO",0
"295",1877,0,0,0,0,"AGO",0
"296",1878,0,0,0,0,"AGO",0
"297",1879,0,0,0,0,"AGO",0
"298",1880,0,0,0,0,"AGO",0
"299",1881,0,0,0,0,"AGO",0
"300",1882,0,0,0,0,"AGO",0
"301",1883,0,0,0,0,"AGO",0
"302",1884,0,0,0,0,"AGO",0
"303",1885,0,0,0,0,"AGO",0
"304",1886,0,0,0,0,"AGO",0
"305",1887,0,0,0,0,"AGO",0
"306",1888,0,0,0,0,"AGO",0
"307",1889,0,0,0,0,"AGO",0
"308",1890,0,0,0,0,"AGO",0
"309",1891,0,0,0,0,"AGO",0
"310",1892,0,0,0,0,"AGO",0
"311",1893,0,0,0,0,"AGO",0
"312",1894,0,0,0,0,"AGO",0
"313",1895,0,0,0,0,"AGO",0
"314",1896,0,0,0,0,"AGO",0
"315",1897,0,0,0,0,"AGO",0
"316",1898,0,0,0,0,"AGO",0
"317",1899,0,0,0,0,"AGO",0
"318",1900,0,0,0,0,"AGO",0
"319",1901,0,0,0,0,"AGO",0
"320",1902,0,0,0,0,"AGO",0
"321",1903,0,0,0,0,"AGO",0
"322",1904,0,0,0,0,"AGO",0
"323",1905,0,0,0,0,"AGO",0
"324",1906,0,0,0,0,"AGO",0
"325",1907,0,0,0,0,"AGO",0
"326",1908,0,0,0,0,"AGO",0
"327",1909,0,0,0,0,"AGO",0
"328",1910,0,0,0,0,"AGO",0
"329",1911,0,0,0,0,"AGO",0
"330",1912,0,0,0,0,"AGO",0
"331",1913,0,0,0,0,"AGO",0
"332",1914,0,0,0,0,"AGO",0
"333",1915,0,0,0,1,"AGO",1
"334",1916,0,0,0,1,"AGO",1
"335",1917,0,0,0,1,"AGO",1
"336",1918,0,0,0,1,"AGO",1
"337",1919,0,0,0,1,"AGO",1
"338",1920,0,0,0,1,"AGO",1
"339",1921,0,0,0,1,"AGO",1
"340",1922,0,0,0,1,"AGO",1
"341",1923,0,0,0,1,"AGO",1
"342",1924,0,0,0,1,"AGO",1
"343",1925,0,0,0,0,"AGO",0
"344",1926,0,0,0,0,"AGO",0
"345",1927,0,0,0,0,"AGO",0
"346",1928,0,0,0,0,"AGO",0
"347",1929,0,0,0,0,"AGO",0
"348",1930,0,0,0,0,"AGO",0
"349",1931,0,0,0,0,"AGO",0
"350",1932,0,0,0,0,"AGO",0
"351",1933,0,0,0,0,"AGO",0
"352",1934,0,0,0,0,"AGO",0
"353",1935,0,0,0,0,"AGO",0
"354",1936,0,0,0,0,"AGO",0
"355",1937,0,0,0,0,"AGO",0
"356",1938,0,0,0,0,"AGO",0
"357",1939,0,0,0,0,"AGO",0
"358",1940,0,0,0,0,"AGO",0
"359",1941,0,0,0,0,"AGO",0
"360",1942,0,0,0,0,"AGO",0
"361",1943,0,0,0,0,"AGO",0
"362",1944,0,0,0,0,"AGO",0
"363",1945,0,0,0,0,"AGO",0
"364",1946,0,0,0,0,"AGO",0
"365",1947,0,0,0,0,"AGO",0
"366",1948,0,0,0,0,"AGO",0
"367",1949,0,0,0,0,"AGO",0
"368",1950,0,0,0,0,"AGO",0
"369",1951,0,0,0,0,"AGO",0
"370",1952,0,0,0,0,"AGO",0
"371",1953,0,0,0,0,"AGO",0
"372",1954,0,0,0,0,"AGO",0
"373",1955,0,0,0,0,"AGO",0
"374",1956,0,0,0,0,"AGO",0
"375",1957,0,0,0,0,"AGO",0
"376",1958,0,0,0,0,"AGO",0
"377",1959,0,0,1,0,"AGO",1
"378",1960,0,0,0,0,"AGO",0
"379",1961,0,0,0,0,"AGO",0
"380",1962,0,0,0,0,"AGO",0
"381",1963,0,0,1,1,"AGO",2
"382",1964,0,0,0,1,"AGO",1
"383",1965,0,0,0,1,"AGO",1
"384",1966,0,0,1,1,"AGO",2
"385",1967,0,0,0,1,"AGO",1
"386",1968,0,0,1,1,"AGO",2
"387",1969,0,0,0,1,"AGO",1
"388",1970,0,0,1,0,"AGO",1
"389",1971,0,0,0,0,"AGO",0
"390",1972,0,0,1,0,"AGO",1
"391",1973,0,0,1,0,"AGO",1
"392",1974,0,0,0,1,"AGO",1
"393",1975,0,0,0,1,"AGO",1
"394",1976,0,0,0,1,"AGO",1
"395",1977,0,0,0,1,"AGO",1
"396",1978,0,0,0,1,"AGO",1
"397",1979,0,0,0,1,"AGO",1
"398",1980,0,0,0,1,"AGO",1
"399",1981,0,0,0,0,"AGO",0
"400",1982,0,0,0,0,"AGO",0
"401",1983,0,0,0,0,"AGO",0
"402",1984,0,0,0,0,"AGO",0
"403",1985,0,0,0,0,"AGO",0
"404",1986,0,0,0,0,"AGO",0
"405",1987,0,0,0,0,"AGO",0
"406",1988,0,0,0,0,"AGO",0
"407",1989,0,0,0,0,"AGO",0
"408",1990,0,0,0,0,"AGO",0
"409",1991,0,0,1,1,"AGO",2
"410",1992,1,0,1,1,"AGO",3
"411",1993,1,0,1,1,"AGO",3
"412",1994,1,0,1,1,"AGO",3
"413",1995,1,0,2,1,"AGO",4
"414",1996,1,0,1,1,"AGO",3
"415",1997,1,0,1,1,"AGO",3
"416",1998,1,0,1,1,"AGO",3
"417",1999,0,0,2,1,"AGO",3
"418",2000,0,0,1,1,"AGO",2
"419",2001,0,0,1,1,"AGO",2
"420",2002,0,0,1,1,"AGO",2
"421",2003,0,0,1,1,"AGO",2
"422",2004,0,0,1,1,"AGO",2
"423",2005,0,0,1,1,"AGO",2
"424",2006,0,0,0,0,"AGO",0
"425",2007,0,0,0,0,"AGO",0
"426",2008,0,0,0,0,"AGO",0
"427",2009,0,0,1,0,"AGO",1
"428",2010,0,0,0,0,"AGO",0
"429",2011,0,0,0,0,"AGO",0
"430",2012,0,0,0,0,"AGO",0
"431",2013,0,0,0,0,"AGO",0
"432",2014,0,0,0,0,"AGO",0
"433",2015,NA,NA,0,0,"AGO",0
"434",2016,NA,NA,0,0,"AGO",0
"435",1800,0,0,0,0,"ARG",0
"436",1801,0,0,0,0,"ARG",0
"437",1802,0,0,0,0,"ARG",0
"438",1803,0,0,0,1,"ARG",1
"439",1804,0,0,0,0,"ARG",0
"440",1805,0,0,0,0,"ARG",0
"441",1806,0,0,0,0,"ARG",0
"442",1807,0,0,0,0,"ARG",0
"443",1808,0,0,0,0,"ARG",0
"444",1809,0,0,0,0,"ARG",0
"445",1810,0,0,0,0,"ARG",0
"446",1811,0,0,0,0,"ARG",0
"447",1812,0,0,0,0,"ARG",0
"448",1813,0,0,0,0,"ARG",0
"449",1814,0,0,0,0,"ARG",0
"450",1815,0,0,0,1,"ARG",1
"451",1816,0,0,0,0,"ARG",0
"452",1817,0,0,0,0,"ARG",0
"453",1818,0,0,0,0,"ARG",0
"454",1819,0,0,0,0,"ARG",0
"455",1820,0,0,0,0,"ARG",0
"456",1821,0,0,0,0,"ARG",0
"457",1822,0,0,0,0,"ARG",0
"458",1823,0,0,0,0,"ARG",0
"459",1824,0,0,0,0,"ARG",0
"460",1825,0,0,0,0,"ARG",0
"461",1826,0,0,0,0,"ARG",0
"462",1827,0,0,0,0,"ARG",0
"463",1828,0,0,0,0,"ARG",0
"464",1829,0,0,0,0,"ARG",0
"465",1830,0,0,0,0,"ARG",0
"466",1831,0,0,0,0,"ARG",0
"467",1832,0,0,0,0,"ARG",0
"468",1833,0,0,0,1,"ARG",1
"469",1834,0,0,0,0,"ARG",0
"470",1835,0,0,0,0,"ARG",0
"471",1836,0,0,0,0,"ARG",0
"472",1837,0,0,0,0,"ARG",0
"473",1838,0,0,0,1,"ARG",1
"474",1839,0,0,0,0,"ARG",0
"475",1840,0,0,0,0,"ARG",0
"476",1841,0,0,0,1,"ARG",1
"477",1842,0,0,0,1,"ARG",1
"478",1843,0,0,0,0,"ARG",0
"479",1844,0,0,0,0,"ARG",0
"480",1845,0,0,0,0,"ARG",0
"481",1846,0,0,0,0,"ARG",0
"482",1847,0,0,0,1,"ARG",1
"483",1848,0,0,0,0,"ARG",0
"484",1849,0,0,0,0,"ARG",0
"485",1850,0,0,0,0,"ARG",0
"486",1851,0,0,0,1,"ARG",1
"487",1852,0,0,0,1,"ARG",1
"488",1853,0,0,0,1,"ARG",1
"489",1854,0,0,0,1,"ARG",1
"490",1855,0,0,0,0,"ARG",0
"491",1856,0,0,0,0,"ARG",0
"492",1857,0,0,0,0,"ARG",0
"493",1858,0,0,0,0,"ARG",0
"494",1859,0,0,0,0,"ARG",0
"495",1860,0,0,0,0,"ARG",0
"496",1861,0,0,0,0,"ARG",0
"497",1862,0,0,0,0,"ARG",0
"498",1863,0,0,0,0,"ARG",0
"499",1864,0,0,0,0,"ARG",0
"500",1865,0,0,0,0,"ARG",0
"501",1866,0,0,0,0,"ARG",0
"502",1867,0,0,0,0,"ARG",0
"503",1868,0,0,0,0,"ARG",0
"504",1869,0,0,0,0,"ARG",0
"505",1870,0,0,0,0,"ARG",0
"506",1871,0,0,0,0,"ARG",0
"507",1872,0,0,0,0,"ARG",0
"508",1873,0,0,0,0,"ARG",0
"509",1874,0,0,0,0,"ARG",0
"510",1875,0,0,0,0,"ARG",0
"511",1876,0,0,0,0,"ARG",0
"512",1877,0,0,0,0,"ARG",0
"513",1878,0,0,0,0,"ARG",0
"514",1879,0,0,0,0,"ARG",0
"515",1880,0,0,0,0,"ARG",0
"516",1881,0,0,0,0,"ARG",0
"517",1882,0,0,0,0,"ARG",0
"518",1883,0,0,0,0,"ARG",0
"519",1884,0,0,0,0,"ARG",0
"520",1885,0,0,0,1,"ARG",1
"521",1886,0,0,0,0,"ARG",0
"522",1887,0,0,0,0,"ARG",0
"523",1888,0,0,0,0,"ARG",0
"524",1889,0,0,0,0,"ARG",0
"525",1890,1,1,0,1,"ARG",3
"526",1891,1,1,0,0,"ARG",2
"527",1892,0,0,0,0,"ARG",0
"528",1893,0,0,0,0,"ARG",0
"529",1894,0,0,0,0,"ARG",0
"530",1895,0,0,0,0,"ARG",0
"531",1896,0,0,0,0,"ARG",0
"532",1897,0,0,0,0,"ARG",0
"533",1898,0,0,0,0,"ARG",0
"534",1899,0,0,0,0,"ARG",0
"535",1900,0,0,0,0,"ARG",0
"536",1901,0,0,0,0,"ARG",0
"537",1902,0,0,0,0,"ARG",0
"538",1903,0,0,0,0,"ARG",0
"539",1904,0,0,0,0,"ARG",0
"540",1905,0,0,0,0,"ARG",0
"541",1906,0,0,0,0,"ARG",0
"542",1907,0,0,0,0,"ARG",0
"543",1908,0,0,0,0,"ARG",0
"544",1909,0,0,0,0,"ARG",0
"545",1910,0,0,0,0,"ARG",0
"546",1911,0,0,0,0,"ARG",0
"547",1912,0,0,0,0,"ARG",0
"548",1913,0,0,0,0,"ARG",0
"549",1914,1,1,0,0,"ARG",2
"550",1915,0,0,0,0,"ARG",0
"551",1916,0,0,0,0,"ARG",0
"552",1917,0,0,0,0,"ARG",0
"553",1918,0,0,0,1,"ARG",1
"554",1919,0,0,0,0,"ARG",0
"555",1920,0,0,0,0,"ARG",0
"556",1921,0,0,0,0,"ARG",0
"557",1922,0,0,0,0,"ARG",0
"558",1923,0,0,0,0,"ARG",0
"559",1924,0,0,0,0,"ARG",0
"560",1925,0,0,0,0,"ARG",0
"561",1926,0,0,0,0,"ARG",0
"562",1927,0,0,0,0,"ARG",0
"563",1928,0,0,0,0,"ARG",0
"564",1929,0,0,0,0,"ARG",0
"565",1930,0,0,0,0,"ARG",0
"566",1931,1,1,0,0,"ARG",2
"567",1932,0,0,0,0,"ARG",0
"568",1933,0,0,0,0,"ARG",0
"569",1934,1,1,0,0,"ARG",2
"570",1935,0,0,0,0,"ARG",0
"571",1936,0,0,0,0,"ARG",0
"572",1937,0,0,0,0,"ARG",0
"573",1938,0,0,0,0,"ARG",0
"574",1939,0,0,0,0,"ARG",0
"575",1940,0,0,0,0,"ARG",0
"576",1941,0,0,0,0,"ARG",0
"577",1942,0,0,0,0,"ARG",0
"578",1943,0,0,0,0,"ARG",0
"579",1944,0,0,0,0,"ARG",0
"580",1945,0,0,0,0,"ARG",0
"581",1946,0,0,0,0,"ARG",0
"582",1947,0,0,0,0,"ARG",0
"583",1948,0,0,0,0,"ARG",0
"584",1949,0,0,0,1,"ARG",1
"585",1950,0,0,0,1,"ARG",1
"586",1951,0,0,0,1,"ARG",1
"587",1952,0,0,0,0,"ARG",0
"588",1953,0,0,0,0,"ARG",0
"589",1954,0,0,0,0,"ARG",0
"590",1955,0,0,0,0,"ARG",0
"591",1956,0,0,0,0,"ARG",0
"592",1957,0,0,0,1,"ARG",1
"593",1958,0,0,0,1,"ARG",1
"594",1959,0,0,1,1,"ARG",2
"595",1960,0,0,0,0,"ARG",0
"596",1961,0,0,0,0,"ARG",0
"597",1962,0,0,0,1,"ARG",1
"598",1963,0,0,1,0,"ARG",1
"599",1964,0,0,0,1,"ARG",1
"600",1965,0,0,0,1,"ARG",1
"601",1966,0,0,1,1,"ARG",2
"602",1967,0,0,0,1,"ARG",1
"603",1968,0,0,1,0,"ARG",1
"604",1969,0,0,0,0,"ARG",0
"605",1970,0,0,1,0,"ARG",1
"606",1971,0,0,0,1,"ARG",1
"607",1972,0,0,1,1,"ARG",2
"608",1973,0,0,1,1,"ARG",2
"609",1974,0,0,0,1,"ARG",1
"610",1975,0,0,0,1,"ARG",1
"611",1976,0,0,0,1,"ARG",1
"612",1977,0,0,0,1,"ARG",1
"613",1978,0,0,0,1,"ARG",1
"614",1979,0,0,0,1,"ARG",1
"615",1980,1,1,0,1,"ARG",3
"616",1981,1,1,0,1,"ARG",3
"617",1982,1,1,0,1,"ARG",3
"618",1983,0,0,0,1,"ARG",1
"619",1984,0,0,0,1,"ARG",1
"620",1985,0,0,0,1,"ARG",1
"621",1986,0,0,0,1,"ARG",1
"622",1987,0,1,0,1,"ARG",2
"623",1988,0,1,0,1,"ARG",2
"624",1989,1,1,0,1,"ARG",3
"625",1990,1,1,0,1,"ARG",3
"626",1991,0,0,1,1,"ARG",2
"627",1992,0,0,1,1,"ARG",2
"628",1993,0,0,1,0,"ARG",1
"629",1994,0,0,1,0,"ARG",1
"630",1995,1,1,2,0,"ARG",4
"631",1996,1,1,1,0,"ARG",3
"632",1997,0,0,1,0,"ARG",1
"633",1998,0,0,1,0,"ARG",1
"634",1999,0,0,2,0,"ARG",2
"635",2000,0,0,1,0,"ARG",1
"636",2001,1,1,1,0,"ARG",3
"637",2002,1,1,1,1,"ARG",4
"638",2003,1,1,1,0,"ARG",3
"639",2004,0,0,1,0,"ARG",1
"640",2005,0,0,1,0,"ARG",1
"641",2006,0,0,0,0,"ARG",0
"642",2007,0,0,0,0,"ARG",0
"643",2008,0,0,0,0,"ARG",0
"644",2009,0,0,1,0,"ARG",1
"645",2010,0,0,0,0,"ARG",0
"646",2011,0,0,0,0,"ARG",0
"647",2012,0,0,0,0,"ARG",0
"648",2013,0,0,0,0,"ARG",0
"649",2014,0,0,1,NA,"ARG",1
"650",2015,NA,NA,0,NA,"ARG",0
"651",2016,NA,NA,1,NA,"ARG",1
"652",1800,0,0,0,0,"AUS",0
"653",1801,0,0,0,0,"AUS",0
"654",1802,0,0,0,0,"AUS",0
"655",1803,0,0,0,0,"AUS",0
"656",1804,0,0,0,0,"AUS",0
"657",1805,0,0,0,0,"AUS",0
"658",1806,0,0,0,0,"AUS",0
"659",1807,0,0,0,0,"AUS",0
"660",1808,0,0,0,0,"AUS",0
"661",1809,0,0,0,0,"AUS",0
"662",1810,0,0,0,0,"AUS",0
"663",1811,0,0,0,0,"AUS",0
